pipeline,query_id,query,rank,document_id,similarity,relevant,P@5,Recall@5,RR
B Normalized,Q3,clinical outcome prediction,4,D06035,0.2515384880246669,False,0.0,0.0,0.00019179133103183735
B Normalized,Q3,clinical outcome prediction,5,D14091,0.23249365560526372,False,0.0,0.0,0.00019179133103183735
B Normalized,Q4,natural language processing,1,D25428,0.3893379179591494,False,0.0,0.0,0.0001258970162407151
B Normalized,Q4,natural language processing,2,D08705,0.3704540919045089,False,0.0,0.0,0.0001258970162407151
B Normalized,Q4,natural language processing,3,D24482,0.31545647621671596,False,0.0,0.0,0.0001258970162407151
B Normalized,Q4,natural language processing,4,D00701,0.2933689446435382,False,0.0,0.0,0.0001258970162407151
B Normalized,Q4,natural language processing,5,D04075,0.29281499491293245,False,0.0,0.0,0.0001258970162407151
B Normalized,Q5,barbecue cooking class,1,D26462,0.3426236108443661,False,0.0,0.0,0.0005763688760806917
B Normalized,Q5,barbecue cooking class,2,D24297,0.29995298599996084,False,0.0,0.0,0.0005763688760806917
B Normalized,Q5,barbecue cooking class,3,D02532,0.2826688494579639,False,0.0,0.0,0.0005763688760806917
B Normalized,Q5,barbecue cooking class,4,D11238,0.2731518499213276,False,0.0,0.0,0.0005763688760806917
B Normalized,Q5,barbecue cooking class,5,D25248,0.2342854938304974,False,0.0,0.0,0.0005763688760806917
B Normalized,Q6,wild garlic pesto shrimp pasta,1,D01287,0.7860467869452324,False,0.0,0.0,0.0005282620179609086
B Normalized,Q6,wild garlic pesto shrimp pasta,2,D01429,0.3239714734112862,False,0.0,0.0,0.0005282620179609086
B Normalized,Q6,wild garlic pesto shrimp pasta,3,D11271,0.31467565586771823,False,0.0,0.0,0.0005282620179609086
B Normalized,Q6,wild garlic pesto shrimp pasta,4,D25296,0.3093974706783181,False,0.0,0.0,0.0005282620179609086
B Normalized,Q6,wild garlic pesto shrimp pasta,5,D29310,0.2531001825653344,False,0.0,0.0,0.0005282620179609086
B Normalized,Q7,Chateau Latour 1996 wine,1,D13871,0.30291925387861,False,0.0,0.0,0.00010306090899721736
B Normalized,Q7,Chateau Latour 1996 wine,2,D19838,0.2973631464221583,False,0.0,0.0,0.00010306090899721736
B Normalized,Q7,Chateau Latour 1996 wine,3,D18870,0.2610311085704666,False,0.0,0.0,0.00010306090899721736
B Normalized,Q7,Chateau Latour 1996 wine,4,D06151,0.24146675479778193,False,0.0,0.0,0.00010306090899721736
B Normalized,Q7,Chateau Latour 1996 wine,5,D20183,0.23796185726935776,False,0.0,0.0,0.00010306090899721736
B Normalized,Q8,carpenter ant identification,1,D25010,0.6076438922633636,False,0.0,0.0,3.775151949865982e-05
B Normalized,Q8,carpenter ant identification,2,D26461,0.510809308603409,False,0.0,0.0,3.775151949865982e-05
B Normalized,Q8,carpenter ant identification,3,D29569,0.3517090869615987,False,0.0,0.0,3.775151949865982e-05
B Normalized,Q8,carpenter ant identification,4,D12490,0.28308420349177793,False,0.0,0.0,3.775151949865982e-05
B Normalized,Q8,carpenter ant identification,5,D21792,0.1919752584206365,False,0.0,0.0,3.775151949865982e-05
B Normalized,Q9,image overlay manipulation,1,D27935,0.39611333434779206,False,0.0,0.0,3.569898614879337e-05
B Normalized,Q9,image overlay manipulation,2,D19908,0.20492777629090325,False,0.0,0.0,3.569898614879337e-05
B Normalized,Q9,image overlay manipulation,3,D15682,0.19643062536460634,False,0.0,0.0,3.569898614879337e-05
B Normalized,Q9,image overlay manipulation,4,D17794,0.1945154513051671,False,0.0,0.0,3.569898614879337e-05
B Normalized,Q9,image overlay manipulation,5,D12982,0.18918170781974064,False,0.0,0.0,3.569898614879337e-05
B Normalized,Q10,wildflower wall hanging kit,1,D18970,0.2734173000593374,False,0.0,0.0,5.1448268765756035e-05
B Normalized,Q10,wildflower wall hanging kit,2,D14833,0.20587739326708673,False,0.0,0.0,5.1448268765756035e-05
B Normalized,Q10,wildflower wall hanging kit,3,D22896,0.1996450396165989,False,0.0,0.0,5.1448268765756035e-05
B Normalized,Q10,wildflower wall hanging kit,4,D21334,0.18842758894968714,False,0.0,0.0,5.1448268765756035e-05
B Normalized,Q10,wildflower wall hanging kit,5,D14301,0.17130143777455015,False,0.0,0.0,5.1448268765756035e-05
C Extended,Q1,MRI diagnostic imaging,1,D17054,0.4468774765489657,False,0.0,0.0,7.20513005259745e-05
C Extended,Q1,MRI diagnostic imaging,2,D13147,0.37945683405562797,False,0.0,0.0,7.20513005259745e-05
C Extended,Q1,MRI diagnostic imaging,3,D20245,0.3753707528103699,False,0.0,0.0,7.20513005259745e-05
C Extended,Q1,MRI diagnostic imaging,4,D21769,0.3728000893019777,False,0.0,0.0,7.20513005259745e-05
C Extended,Q1,MRI diagnostic imaging,5,D17390,0.3644893430165269,False,0.0,0.0,7.20513005259745e-05
C Extended,Q2,text categorization,1,D11037,0.4091225515575717,False,0.0,0.0,4.597912547703343e-05
C Extended,Q2,text categorization,2,D04073,0.36916545901030073,False,0.0,0.0,4.597912547703343e-05
C Extended,Q2,text categorization,3,D14081,0.3621019436169694,False,0.0,0.0,4.597912547703343e-05
C Extended,Q2,text categorization,4,D18968,0.2595553115824711,False,0.0,0.0,4.597912547703343e-05
C Extended,Q2,text categorization,5,D23574,0.251540875507956,False,0.0,0.0,4.597912547703343e-05
C Extended,Q3,clinical outcome prediction,1,D04652,0.3695671951376696,False,0.0,0.0,7.939028262940616e-05
C Extended,Q3,clinical outcome prediction,2,D06273,0.3590013289337775,False,0.0,0.0,7.939028262940616e-05
C Extended,Q3,clinical outcome prediction,3,D02550,0.3520539525784039,False,0.0,0.0,7.939028262940616e-05
C Extended,Q3,clinical outcome prediction,4,D06035,0.3322639009050845,False,0.0,0.0,7.939028262940616e-05
C Extended,Q3,clinical outcome prediction,5,D01893,0.30503579482027776,False,0.0,0.0,7.939028262940616e-05
C Extended,Q4,natural language processing,1,D25428,0.5144760954154664,False,0.0,0.0,7.786342754808066e-05
C Extended,Q4,natural language processing,2,D13690,0.5022079867264354,False,0.0,0.0,7.786342754808066e-05
C Extended,Q4,natural language processing,3,D09149,0.4613681969163951,False,0.0,0.0,7.786342754808066e-05
C Extended,Q4,natural language processing,4,D24136,0.4597429257029553,False,0.0,0.0,7.786342754808066e-05
C Extended,Q4,natural language processing,5,D05699,0.4574125948303899,False,0.0,0.0,7.786342754808066e-05
C Extended,Q5,barbecue cooking class,1,D26462,0.3522731323124106,False,0.0,0.0,7.471607890017931e-05
C Extended,Q5,barbecue cooking class,2,D24297,0.30096398532417556,False,0.0,0.0,7.471607890017931e-05
C Extended,Q5,barbecue cooking class,3,D26372,0.29219247454062575,False,0.0,0.0,7.471607890017931e-05
C Extended,Q5,barbecue cooking class,4,D25248,0.2489711359664757,False,0.0,0.0,7.471607890017931e-05
C Extended,Q5,barbecue cooking class,5,D21146,0.24671424460193087,False,0.0,0.0,7.471607890017931e-05
C Extended,Q6,wild garlic pesto shrimp pasta,1,D01287,0.7268685300510338,False,0.0,0.0,0.00010830715910321672
C Extended,Q6,wild garlic pesto shrimp pasta,2,D01429,0.43104637598084805,False,0.0,0.0,0.00010830715910321672
C Extended,Q6,wild garlic pesto shrimp pasta,3,D25296,0.411255017993385,False,0.0,0.0,0.00010830715910321672
C Extended,Q6,wild garlic pesto shrimp pasta,4,D20694,0.3237416223230587,False,0.0,0.0,0.00010830715910321672
C Extended,Q6,wild garlic pesto shrimp pasta,5,D13079,0.24386016995861767,False,0.0,0.0,0.00010830715910321672
C Extended,Q7,Chateau Latour 1996 wine,1,D03566,0.41806476638314294,False,0.0,0.0,5.509641873278237e-05
C Extended,Q7,Chateau Latour 1996 wine,2,D18870,0.29875566064334924,False,0.0,0.0,5.509641873278237e-05
C Extended,Q7,Chateau Latour 1996 wine,3,D19838,0.2711392197043971,False,0.0,0.0,5.509641873278237e-05
C Extended,Q7,Chateau Latour 1996 wine,4,D13871,0.2439460549791907,False,0.0,0.0,5.509641873278237e-05
C Extended,Q7,Chateau Latour 1996 wine,5,D14925,0.23782751565694082,False,0.0,0.0,5.509641873278237e-05
C Extended,Q8,carpenter ant identification,1,D26461,0.619676877099755,False,0.0,0.0,5.6602705609328126e-05
C Extended,Q8,carpenter ant identification,2,D25010,0.5944448167975404,False,0.0,0.0,5.6602705609328126e-05
C Extended,Q8,carpenter ant identification,3,D11012,0.3273562005345081,False,0.0,0.0,5.6602705609328126e-05
C Extended,Q8,carpenter ant identification,4,D23053,0.300764103239395,False,0.0,0.0,5.6602705609328126e-05
C Extended,Q8,carpenter ant identification,5,D25407,0.27542925381914146,False,0.0,0.0,5.6602705609328126e-05
C Extended,Q9,image overlay manipulation,1,D27935,0.7607076061155441,False,0.0,0.0,3.336336035765522e-05
C Extended,Q9,image overlay manipulation,2,D24518,0.39043605645532103,False,0.0,0.0,3.336336035765522e-05
C Extended,Q9,image overlay manipulation,3,D19010,0.3143740097917437,False,0.0,0.0,3.336336035765522e-05
C Extended,Q9,image overlay manipulation,4,D22405,0.2989279578946223,False,0.0,0.0,3.336336035765522e-05
C Extended,Q9,image overlay manipulation,5,D24365,0.29042010410722247,False,0.0,0.0,3.336336035765522e-05
C Extended,Q10,wildflower wall hanging kit,1,D10246,0.2330067017053633,False,0.0,0.0,4.494180036852276e-05
C Extended,Q10,wildflower wall hanging kit,2,D18970,0.21850562097645376,False,0.0,0.0,4.494180036852276e-05
C Extended,Q10,wildflower wall hanging kit,3,D01732,0.21190069359609554,False,0.0,0.0,4.494180036852276e-05
C Extended,Q10,wildflower wall hanging kit,4,D08414,0.20465460089917809,False,0.0,0.0,4.494180036852276e-05
C Extended,Q10,wildflower wall hanging kit,5,D14833,0.204193826356152,False,0.0,0.0,4.494180036852276e-05
